product_id,store_id,type,message,severity,metric,threshold
1395,72,STOCKOUT_RISK,Stock level 141 below reorder point 175. Estimated days remaining: 999,HIGH,141,175
1403,85,STOCKOUT_RISK,Stock level 13 below reorder point 178. Estimated days remaining: 999,HIGH,13,178
1409,14,STOCKOUT_RISK,Stock level 14 below reorder point 54. Estimated days remaining: 999,HIGH,14,54
1417,46,STOCKOUT_RISK,Stock level 94 below reorder point 99. Estimated days remaining: 999,HIGH,94,99
1437,72,STOCKOUT_RISK,Stock level 63 below reorder point 91. Estimated days remaining: 999,HIGH,63,91
1441,6,STOCKOUT_RISK,Stock level 116 below reorder point 131. Estimated days remaining: 999,HIGH,116,131
1447,32,STOCKOUT_RISK,Stock level 152 below reorder point 161. Estimated days remaining: 999,HIGH,152,161
1459,67,STOCKOUT_RISK,Stock level 142 below reorder point 169. Estimated days remaining: 999,HIGH,142,169
1471,55,STOCKOUT_RISK,Stock level 48 below reorder point 93. Estimated days remaining: 999,HIGH,48,93
1473,85,STOCKOUT_RISK,Stock level 50 below reorder point 109. Estimated days remaining: 999,HIGH,50,109
1479,36,STOCKOUT_RISK,Stock level 77 below reorder point 90. Estimated days remaining: 999,HIGH,77,90
1494,35,STOCKOUT_RISK,Stock level 45 below reorder point 51. Estimated days remaining: 999,HIGH,45,51
1508,26,STOCKOUT_RISK,Stock level 68 below reorder point 118. Estimated days remaining: 999,HIGH,68,118
1517,81,STOCKOUT_RISK,Stock level 172 below reorder point 185. Estimated days remaining: 999,HIGH,172,185
1519,79,STOCKOUT_RISK,Stock level 40 below reorder point 50. Estimated days remaining: 999,HIGH,40,50
1540,25,STOCKOUT_RISK,Stock level 33 below reorder point 69. Estimated days remaining: 999,HIGH,33,69
1556,45,STOCKOUT_RISK,Stock level 121 below reorder point 128. Estimated days remaining: 999,HIGH,121,128
1578,1,STOCKOUT_RISK,Stock level 95 below reorder point 156. Estimated days remaining: 999,HIGH,95,156
1602,54,STOCKOUT_RISK,Stock level 10 below reorder point 23. Estimated days remaining: 999,HIGH,10,23
1614,34,STOCKOUT_RISK,Stock level 27 below reorder point 148. Estimated days remaining: 999,HIGH,27,148
1622,69,STOCKOUT_RISK,Stock level 46 below reorder point 178. Estimated days remaining: 999,HIGH,46,178
1625,48,STOCKOUT_RISK,Stock level 14 below reorder point 63. Estimated days remaining: 999,HIGH,14,63
1647,37,STOCKOUT_RISK,Stock level 11 below reorder point 123. Estimated days remaining: 999,HIGH,11,123
1648,46,STOCKOUT_RISK,Stock level 17 below reorder point 43. Estimated days remaining: 999,HIGH,17,43
1648,98,STOCKOUT_RISK,Stock level 1 below reorder point 87. Estimated days remaining: 999,HIGH,1,87
1664,67,STOCKOUT_RISK,Stock level 151 below reorder point 174. Estimated days remaining: 999,HIGH,151,174
1671,49,STOCKOUT_RISK,Stock level 93 below reorder point 163. Estimated days remaining: 999,HIGH,93,163
1675,49,STOCKOUT_RISK,Stock level 32 below reorder point 131. Estimated days remaining: 999,HIGH,32,131
1679,40,STOCKOUT_RISK,Stock level 38 below reorder point 93. Estimated days remaining: 999,HIGH,38,93
1692,77,STOCKOUT_RISK,Stock level 86 below reorder point 192. Estimated days remaining: 999,HIGH,86,192
1718,67,STOCKOUT_RISK,Stock level 43 below reorder point 130. Estimated days remaining: 999,HIGH,43,130
1720,34,STOCKOUT_RISK,Stock level 100 below reorder point 163. Estimated days remaining: 999,HIGH,100,163
1742,91,STOCKOUT_RISK,Stock level 79 below reorder point 88. Estimated days remaining: 999,HIGH,79,88
1764,45,STOCKOUT_RISK,Stock level 101 below reorder point 134. Estimated days remaining: 999,HIGH,101,134
1772,93,STOCKOUT_RISK,Stock level 101 below reorder point 140. Estimated days remaining: 999,HIGH,101,140
1807,5,STOCKOUT_RISK,Stock level 107 below reorder point 184. Estimated days remaining: 999,HIGH,107,184
1827,76,STOCKOUT_RISK,Stock level 129 below reorder point 165. Estimated days remaining: 999,HIGH,129,165
1842,99,STOCKOUT_RISK,Stock level 42 below reorder point 156. Estimated days remaining: 999,HIGH,42,156
1845,44,STOCKOUT_RISK,Stock level 178 below reorder point 184. Estimated days remaining: 999,HIGH,178,184
1855,52,STOCKOUT_RISK,Stock level 9 below reorder point 33. Estimated days remaining: 999,HIGH,9,33
1857,61,STOCKOUT_RISK,Stock level 33 below reorder point 159. Estimated days remaining: 999,HIGH,33,159
1857,83,STOCKOUT_RISK,Stock level 38 below reorder point 169. Estimated days remaining: 999,HIGH,38,169
1867,63,STOCKOUT_RISK,Stock level 1 below reorder point 159. Estimated days remaining: 999,HIGH,1,159
1885,74,STOCKOUT_RISK,Stock level 48 below reorder point 180. Estimated days remaining: 999,HIGH,48,180
1903,57,STOCKOUT_RISK,Stock level 101 below reorder point 189. Estimated days remaining: 999,HIGH,101,189
1947,97,STOCKOUT_RISK,Stock level 70 below reorder point 186. Estimated days remaining: 999,HIGH,70,186
1959,40,STOCKOUT_RISK,Stock level 27 below reorder point 196. Estimated days remaining: 999,HIGH,27,196
1962,24,STOCKOUT_RISK,Stock level 85 below reorder point 86. Estimated days remaining: 999,HIGH,85,86
1965,99,STOCKOUT_RISK,Stock level 34 below reorder point 66. Estimated days remaining: 999,HIGH,34,66
1993,78,STOCKOUT_RISK,Stock level 135 below reorder point 162. Estimated days remaining: 999,HIGH,135,162
1998,79,STOCKOUT_RISK,Stock level 135 below reorder point 187. Estimated days remaining: 999,HIGH,135,187
1999,81,STOCKOUT_RISK,Stock level 70 below reorder point 93. Estimated days remaining: 999,HIGH,70,93
2006,1,STOCKOUT_RISK,Stock level 17 below reorder point 135. Estimated days remaining: 999,HIGH,17,135
2013,14,STOCKOUT_RISK,Stock level 38 below reorder point 107. Estimated days remaining: 999,HIGH,38,107
2020,7,STOCKOUT_RISK,Stock level 34 below reorder point 144. Estimated days remaining: 999,HIGH,34,144
2029,77,STOCKOUT_RISK,Stock level 114 below reorder point 196. Estimated days remaining: 999,HIGH,114,196
2043,69,STOCKOUT_RISK,Stock level 28 below reorder point 41. Estimated days remaining: 999,HIGH,28,41
2062,26,STOCKOUT_RISK,Stock level 122 below reorder point 171. Estimated days remaining: 999,HIGH,122,171
2069,29,STOCKOUT_RISK,Stock level 79 below reorder point 117. Estimated days remaining: 999,HIGH,79,117
2071,42,STOCKOUT_RISK,Stock level 77 below reorder point 165. Estimated days remaining: 999,HIGH,77,165
2071,94,STOCKOUT_RISK,Stock level 57 below reorder point 187. Estimated days remaining: 999,HIGH,57,187
2074,98,STOCKOUT_RISK,Stock level 40 below reorder point 135. Estimated days remaining: 999,HIGH,40,135
2083,41,STOCKOUT_RISK,Stock level 24 below reorder point 179. Estimated days remaining: 999,HIGH,24,179
2090,10,STOCKOUT_RISK,Stock level 80 below reorder point 181. Estimated days remaining: 999,HIGH,80,181
2094,73,STOCKOUT_RISK,Stock level 139 below reorder point 143. Estimated days remaining: 999,HIGH,139,143
2095,2,STOCKOUT_RISK,Stock level 13 below reorder point 94. Estimated days remaining: 999,HIGH,13,94
2105,21,STOCKOUT_RISK,Stock level 87 below reorder point 196. Estimated days remaining: 999,HIGH,87,196
2113,15,STOCKOUT_RISK,Stock level 83 below reorder point 166. Estimated days remaining: 999,HIGH,83,166
2115,68,STOCKOUT_RISK,Stock level 104 below reorder point 119. Estimated days remaining: 999,HIGH,104,119
2123,89,STOCKOUT_RISK,Stock level 121 below reorder point 164. Estimated days remaining: 999,HIGH,121,164
2132,76,STOCKOUT_RISK,Stock level 94 below reorder point 170. Estimated days remaining: 999,HIGH,94,170
2132,89,STOCKOUT_RISK,Stock level 87 below reorder point 176. Estimated days remaining: 999,HIGH,87,176
2133,99,STOCKOUT_RISK,Stock level 12 below reorder point 18. Estimated days remaining: 999,HIGH,12,18
2135,6,STOCKOUT_RISK,Stock level 49 below reorder point 198. Estimated days remaining: 999,HIGH,49,198
2143,82,STOCKOUT_RISK,Stock level 79 below reorder point 137. Estimated days remaining: 999,HIGH,79,137
2152,60,STOCKOUT_RISK,Stock level 52 below reorder point 81. Estimated days remaining: 999,HIGH,52,81
2170,42,STOCKOUT_RISK,Stock level 45 below reorder point 106. Estimated days remaining: 999,HIGH,45,106
2181,54,STOCKOUT_RISK,Stock level 49 below reorder point 176. Estimated days remaining: 999,HIGH,49,176
2194,80,STOCKOUT_RISK,Stock level 120 below reorder point 170. Estimated days remaining: 999,HIGH,120,170
2199,60,STOCKOUT_RISK,Stock level 35 below reorder point 145. Estimated days remaining: 999,HIGH,35,145
2224,2,STOCKOUT_RISK,Stock level 120 below reorder point 193. Estimated days remaining: 999,HIGH,120,193
2226,42,STOCKOUT_RISK,Stock level 22 below reorder point 119. Estimated days remaining: 999,HIGH,22,119
2227,26,STOCKOUT_RISK,Stock level 2 below reorder point 142. Estimated days remaining: 999,HIGH,2,142
2228,27,STOCKOUT_RISK,Stock level 30 below reorder point 190. Estimated days remaining: 999,HIGH,30,190
2232,44,STOCKOUT_RISK,Stock level 63 below reorder point 149. Estimated days remaining: 999,HIGH,63,149
2240,72,STOCKOUT_RISK,Stock level 71 below reorder point 92. Estimated days remaining: 999,HIGH,71,92
2246,1,STOCKOUT_RISK,Stock level 137 below reorder point 159. Estimated days remaining: 999,HIGH,137,159
2282,45,STOCKOUT_RISK,Stock level 94 below reorder point 199. Estimated days remaining: 999,HIGH,94,199
2289,74,STOCKOUT_RISK,Stock level 108 below reorder point 148. Estimated days remaining: 999,HIGH,108,148
2294,30,STOCKOUT_RISK,Stock level 31 below reorder point 40. Estimated days remaining: 999,HIGH,31,40
2301,91,STOCKOUT_RISK,Stock level 23 below reorder point 185. Estimated days remaining: 999,HIGH,23,185
2327,16,STOCKOUT_RISK,Stock level 61 below reorder point 136. Estimated days remaining: 999,HIGH,61,136
2331,58,STOCKOUT_RISK,Stock level 18 below reorder point 176. Estimated days remaining: 999,HIGH,18,176
2332,86,STOCKOUT_RISK,Stock level 25 below reorder point 64. Estimated days remaining: 999,HIGH,25,64
2343,6,STOCKOUT_RISK,Stock level 55 below reorder point 159. Estimated days remaining: 999,HIGH,55,159
2352,57,STOCKOUT_RISK,Stock level 191 below reorder point 194. Estimated days remaining: 999,HIGH,191,194
2371,55,STOCKOUT_RISK,Stock level 3 below reorder point 149. Estimated days remaining: 999,HIGH,3,149
2375,92,STOCKOUT_RISK,Stock level 8 below reorder point 30. Estimated days remaining: 999,HIGH,8,30
2378,58,STOCKOUT_RISK,Stock level 156 below reorder point 197. Estimated days remaining: 999,HIGH,156,197
2380,35,STOCKOUT_RISK,Stock level 41 below reorder point 176. Estimated days remaining: 999,HIGH,41,176
2390,98,STOCKOUT_RISK,Stock level 56 below reorder point 172. Estimated days remaining: 999,HIGH,56,172
2394,73,STOCKOUT_RISK,Stock level 148 below reorder point 193. Estimated days remaining: 999,HIGH,148,193
2397,91,STOCKOUT_RISK,Stock level 84 below reorder point 156. Estimated days remaining: 999,HIGH,84,156
2418,90,STOCKOUT_RISK,Stock level 34 below reorder point 74. Estimated days remaining: 999,HIGH,34,74
2420,15,STOCKOUT_RISK,Stock level 17 below reorder point 98. Estimated days remaining: 999,HIGH,17,98
2427,14,STOCKOUT_RISK,Stock level 154 below reorder point 174. Estimated days remaining: 999,HIGH,154,174
2432,59,STOCKOUT_RISK,Stock level 14 below reorder point 132. Estimated days remaining: 999,HIGH,14,132
2432,97,STOCKOUT_RISK,Stock level 67 below reorder point 185. Estimated days remaining: 999,HIGH,67,185
2450,75,STOCKOUT_RISK,Stock level 23 below reorder point 42. Estimated days remaining: 999,HIGH,23,42
2467,39,STOCKOUT_RISK,Stock level 168 below reorder point 173. Estimated days remaining: 999,HIGH,168,173
2479,32,STOCKOUT_RISK,Stock level 3 below reorder point 120. Estimated days remaining: 999,HIGH,3,120
2479,52,STOCKOUT_RISK,Stock level 130 below reorder point 149. Estimated days remaining: 999,HIGH,130,149
2482,40,STOCKOUT_RISK,Stock level 129 below reorder point 138. Estimated days remaining: 999,HIGH,129,138
2482,91,STOCKOUT_RISK,Stock level 40 below reorder point 105. Estimated days remaining: 999,HIGH,40,105
2514,60,STOCKOUT_RISK,Stock level 59 below reorder point 103. Estimated days remaining: 999,HIGH,59,103
2515,23,STOCKOUT_RISK,Stock level 99 below reorder point 161. Estimated days remaining: 999,HIGH,99,161
2521,8,STOCKOUT_RISK,Stock level 114 below reorder point 180. Estimated days remaining: 999,HIGH,114,180
2529,61,STOCKOUT_RISK,Stock level 124 below reorder point 181. Estimated days remaining: 999,HIGH,124,181
2541,2,STOCKOUT_RISK,Stock level 117 below reorder point 193. Estimated days remaining: 999,HIGH,117,193
2557,22,STOCKOUT_RISK,Stock level 63 below reorder point 172. Estimated days remaining: 999,HIGH,63,172
2567,47,STOCKOUT_RISK,Stock level 57 below reorder point 142. Estimated days remaining: 999,HIGH,57,142
2572,18,STOCKOUT_RISK,Stock level 32 below reorder point 161. Estimated days remaining: 999,HIGH,32,161
2605,60,STOCKOUT_RISK,Stock level 82 below reorder point 127. Estimated days remaining: 999,HIGH,82,127
2629,49,STOCKOUT_RISK,Stock level 103 below reorder point 142. Estimated days remaining: 999,HIGH,103,142
2648,74,STOCKOUT_RISK,Stock level 8 below reorder point 143. Estimated days remaining: 999,HIGH,8,143
2671,54,STOCKOUT_RISK,Stock level 196 below reorder point 198. Estimated days remaining: 999,HIGH,196,198
2676,27,STOCKOUT_RISK,Stock level 24 below reorder point 122. Estimated days remaining: 999,HIGH,24,122
2682,52,STOCKOUT_RISK,Stock level 86 below reorder point 165. Estimated days remaining: 999,HIGH,86,165
2687,72,STOCKOUT_RISK,Stock level 170 below reorder point 177. Estimated days remaining: 999,HIGH,170,177
2697,38,STOCKOUT_RISK,Stock level 55 below reorder point 99. Estimated days remaining: 999,HIGH,55,99
2707,52,STOCKOUT_RISK,Stock level 132 below reorder point 147. Estimated days remaining: 999,HIGH,132,147
2709,83,STOCKOUT_RISK,Stock level 65 below reorder point 125. Estimated days remaining: 999,HIGH,65,125
2721,30,STOCKOUT_RISK,Stock level 158 below reorder point 189. Estimated days remaining: 999,HIGH,158,189
2735,23,STOCKOUT_RISK,Stock level 115 below reorder point 157. Estimated days remaining: 999,HIGH,115,157
2736,50,STOCKOUT_RISK,Stock level 61 below reorder point 174. Estimated days remaining: 999,HIGH,61,174
2744,5,STOCKOUT_RISK,Stock level 81 below reorder point 131. Estimated days remaining: 999,HIGH,81,131
2757,26,STOCKOUT_RISK,Stock level 130 below reorder point 138. Estimated days remaining: 999,HIGH,130,138
2774,38,STOCKOUT_RISK,Stock level 53 below reorder point 152. Estimated days remaining: 999,HIGH,53,152
2774,63,STOCKOUT_RISK,Stock level 43 below reorder point 52. Estimated days remaining: 999,HIGH,43,52
2790,38,STOCKOUT_RISK,Stock level 83 below reorder point 107. Estimated days remaining: 999,HIGH,83,107
2796,47,STOCKOUT_RISK,Stock level 61 below reorder point 124. Estimated days remaining: 999,HIGH,61,124
2803,17,STOCKOUT_RISK,Stock level 45 below reorder point 172. Estimated days remaining: 999,HIGH,45,172
2829,21,STOCKOUT_RISK,Stock level 69 below reorder point 140. Estimated days remaining: 999,HIGH,69,140
2841,20,STOCKOUT_RISK,Stock level 6 below reorder point 15. Estimated days remaining: 999,HIGH,6,15
2845,21,STOCKOUT_RISK,Stock level 112 below reorder point 116. Estimated days remaining: 999,HIGH,112,116
2852,8,STOCKOUT_RISK,Stock level 82 below reorder point 154. Estimated days remaining: 999,HIGH,82,154
2852,32,STOCKOUT_RISK,Stock level 25 below reorder point 77. Estimated days remaining: 999,HIGH,25,77
2852,87,STOCKOUT_RISK,Stock level 57 below reorder point 162. Estimated days remaining: 999,HIGH,57,162
2858,19,STOCKOUT_RISK,Stock level 138 below reorder point 176. Estimated days remaining: 999,HIGH,138,176
2859,55,STOCKOUT_RISK,Stock level 145 below reorder point 192. Estimated days remaining: 999,HIGH,145,192
2863,62,STOCKOUT_RISK,Stock level 62 below reorder point 137. Estimated days remaining: 999,HIGH,62,137
2869,58,STOCKOUT_RISK,Stock level 55 below reorder point 68. Estimated days remaining: 999,HIGH,55,68
2883,22,STOCKOUT_RISK,Stock level 106 below reorder point 115. Estimated days remaining: 999,HIGH,106,115
2884,81,STOCKOUT_RISK,Stock level 58 below reorder point 76. Estimated days remaining: 999,HIGH,58,76
2925,28,STOCKOUT_RISK,Stock level 30 below reorder point 156. Estimated days remaining: 999,HIGH,30,156
2928,24,STOCKOUT_RISK,Stock level 159 below reorder point 187. Estimated days remaining: 999,HIGH,159,187
2932,88,STOCKOUT_RISK,Stock level 39 below reorder point 144. Estimated days remaining: 999,HIGH,39,144
2956,56,STOCKOUT_RISK,Stock level 12 below reorder point 65. Estimated days remaining: 999,HIGH,12,65
2961,75,STOCKOUT_RISK,Stock level 90 below reorder point 165. Estimated days remaining: 999,HIGH,90,165
2976,34,STOCKOUT_RISK,Stock level 36 below reorder point 91. Estimated days remaining: 999,HIGH,36,91
3003,59,STOCKOUT_RISK,Stock level 86 below reorder point 116. Estimated days remaining: 999,HIGH,86,116
3011,40,STOCKOUT_RISK,Stock level 35 below reorder point 89. Estimated days remaining: 999,HIGH,35,89
3013,34,STOCKOUT_RISK,Stock level 53 below reorder point 139. Estimated days remaining: 999,HIGH,53,139
3017,94,STOCKOUT_RISK,Stock level 14 below reorder point 83. Estimated days remaining: 999,HIGH,14,83
3019,52,STOCKOUT_RISK,Stock level 114 below reorder point 199. Estimated days remaining: 999,HIGH,114,199
3020,81,STOCKOUT_RISK,Stock level 14 below reorder point 67. Estimated days remaining: 999,HIGH,14,67
3024,21,STOCKOUT_RISK,Stock level 39 below reorder point 79. Estimated days remaining: 999,HIGH,39,79
3034,53,STOCKOUT_RISK,Stock level 141 below reorder point 188. Estimated days remaining: 999,HIGH,141,188
3040,63,STOCKOUT_RISK,Stock level 69 below reorder point 130. Estimated days remaining: 999,HIGH,69,130
3051,34,STOCKOUT_RISK,Stock level 33 below reorder point 186. Estimated days remaining: 999,HIGH,33,186
3051,74,STOCKOUT_RISK,Stock level 59 below reorder point 102. Estimated days remaining: 999,HIGH,59,102
3056,5,STOCKOUT_RISK,Stock level 71 below reorder point 74. Estimated days remaining: 999,HIGH,71,74
3059,41,STOCKOUT_RISK,Stock level 36 below reorder point 165. Estimated days remaining: 999,HIGH,36,165
3060,22,STOCKOUT_RISK,Stock level 46 below reorder point 111. Estimated days remaining: 999,HIGH,46,111
3065,92,STOCKOUT_RISK,Stock level 7 below reorder point 190. Estimated days remaining: 999,HIGH,7,190
3071,27,STOCKOUT_RISK,Stock level 125 below reorder point 189. Estimated days remaining: 999,HIGH,125,189
3084,33,STOCKOUT_RISK,Stock level 105 below reorder point 165. Estimated days remaining: 999,HIGH,105,165
3092,42,STOCKOUT_RISK,Stock level 33 below reorder point 64. Estimated days remaining: 999,HIGH,33,64
3098,87,STOCKOUT_RISK,Stock level 22 below reorder point 105. Estimated days remaining: 999,HIGH,22,105
3106,72,STOCKOUT_RISK,Stock level 91 below reorder point 163. Estimated days remaining: 999,HIGH,91,163
3109,34,STOCKOUT_RISK,Stock level 96 below reorder point 114. Estimated days remaining: 999,HIGH,96,114
3116,45,STOCKOUT_RISK,Stock level 51 below reorder point 168. Estimated days remaining: 999,HIGH,51,168
3117,5,STOCKOUT_RISK,Stock level 160 below reorder point 195. Estimated days remaining: 999,HIGH,160,195
3117,18,STOCKOUT_RISK,Stock level 1 below reorder point 71. Estimated days remaining: 999,HIGH,1,71
3118,61,STOCKOUT_RISK,Stock level 54 below reorder point 199. Estimated days remaining: 999,HIGH,54,199
3137,26,STOCKOUT_RISK,Stock level 55 below reorder point 141. Estimated days remaining: 999,HIGH,55,141
3148,20,STOCKOUT_RISK,Stock level 34 below reorder point 147. Estimated days remaining: 999,HIGH,34,147
3170,1,STOCKOUT_RISK,Stock level 105 below reorder point 131. Estimated days remaining: 999,HIGH,105,131
3171,43,STOCKOUT_RISK,Stock level 61 below reorder point 156. Estimated days remaining: 999,HIGH,61,156
3172,3,STOCKOUT_RISK,Stock level 105 below reorder point 153. Estimated days remaining: 999,HIGH,105,153
3180,40,STOCKOUT_RISK,Stock level 159 below reorder point 187. Estimated days remaining: 999,HIGH,159,187
3187,28,STOCKOUT_RISK,Stock level 168 below reorder point 180. Estimated days remaining: 999,HIGH,168,180
3198,94,STOCKOUT_RISK,Stock level 16 below reorder point 24. Estimated days remaining: 999,HIGH,16,24
3213,76,STOCKOUT_RISK,Stock level 89 below reorder point 123. Estimated days remaining: 999,HIGH,89,123
3214,44,STOCKOUT_RISK,Stock level 60 below reorder point 63. Estimated days remaining: 999,HIGH,60,63
3229,40,STOCKOUT_RISK,Stock level 147 below reorder point 149. Estimated days remaining: 999,HIGH,147,149
3235,32,STOCKOUT_RISK,Stock level 22 below reorder point 98. Estimated days remaining: 999,HIGH,22,98
3259,18,STOCKOUT_RISK,Stock level 48 below reorder point 170. Estimated days remaining: 999,HIGH,48,170
3262,86,STOCKOUT_RISK,Stock level 123 below reorder point 187. Estimated days remaining: 999,HIGH,123,187
3301,44,STOCKOUT_RISK,Stock level 120 below reorder point 180. Estimated days remaining: 999,HIGH,120,180
3309,33,STOCKOUT_RISK,Stock level 33 below reorder point 120. Estimated days remaining: 999,HIGH,33,120
3313,90,STOCKOUT_RISK,Stock level 125 below reorder point 159. Estimated days remaining: 999,HIGH,125,159
3322,96,STOCKOUT_RISK,Stock level 52 below reorder point 180. Estimated days remaining: 999,HIGH,52,180
