ds,yhat,yhat_lower,yhat_upper
2024-05-30,249.4609399957673,57.129505011909956,431.004125056866
2024-05-31,252.39963436221728,71.7294956161765,437.056863228133
2024-06-01,251.1063578918608,78.09371600527955,441.90021981513274
2024-06-02,246.8534099723862,63.382042346417265,423.3738771393133
2024-06-03,248.7695080169979,71.4094515162598,431.3990226635694
2024-06-04,249.38055461100933,54.93080090020237,438.2663357445333
2024-06-05,245.42852280749807,55.09775595485083,440.32909839894666
2024-06-06,249.37030863820323,68.47812455618812,433.092954299867
2024-06-07,252.30900300464498,57.75121386951265,453.51565798408626
2024-06-08,251.0157265342921,62.771502105342485,443.40621743853177
2024-06-09,246.7627786148136,58.20600012912703,424.58466069818365
2024-06-10,248.67887665943036,59.01556531897454,438.88545035184603
2024-06-11,249.28992325343572,58.36221521580343,441.92725041014035
2024-06-12,245.3376773761912,52.308042794089744,411.5815858474117
2024-06-13,249.27924913315567,65.56367245236434,439.57601594962694
2024-06-14,252.21772942585102,62.23165734892888,441.15165634539846
2024-06-15,250.92423888174824,76.80467726432043,447.0900269108103
2024-06-16,246.67107688854273,59.35416638486602,421.45999600371897
2024-06-17,248.58696085941224,63.073856174063664,432.0565489988305
2024-06-18,249.19779337968498,78.55335702061537,428.1850224649154
2024-06-19,245.2455475024293,76.47144614405912,431.8090348143421
2024-06-20,249.18711925939894,62.94901508079151,436.1320504954128
2024-06-21,252.12559955209207,75.83407699810923,439.1992719288079
2024-06-22,250.83210900798727,52.67551493291494,444.47341196078435
2024-06-23,246.578637079574,68.23244058699544,424.1046538111689
2024-06-24,248.49421111524032,60.21373537293649,435.6530259589244
2024-06-25,249.10473370030098,72.61235852001728,446.7179668067832
2024-06-26,245.15217788784602,67.29265420299578,428.98960033434923
2024-06-27,249.0934397096128,72.96918381341585,425.74476912675345
2024-06-28,252.0316100670969,56.96134670341352,426.9261151552362
2024-06-29,250.73780958779622,71.05338336857656,439.47956142125054
2024-06-30,246.48433765937207,66.26506218791494,430.12278663193575
2024-07-01,248.3999116950436,66.12428118243798,436.79056988204565
2024-07-02,249.01043428009737,66.18852680905175,444.1726232817774
2024-07-03,245.0578784676446,71.21728325295722,431.72961586273107
2024-07-04,248.99914028939165,42.613901738346485,426.3398621235626
2024-07-05,251.93731064689558,70.0440476400134,444.1206959884507
2024-07-06,250.6434810041959,72.96823933371498,427.53148272109354
2024-07-07,246.38997991237088,62.53492814918619,439.81654587607017
2024-07-08,248.30552478464506,77.98041692089005,419.7598477528829
2024-07-09,248.91601820632098,61.79386721692008,432.0155387099951
2024-07-10,244.96343323045275,57.04602061488108,425.9969747655906
2024-07-11,248.90466588881117,77.91074043813063,426.21387178081136
2024-07-12,251.84280708291345,79.38926557114047,419.4997694669147
2024-07-13,250.54897744020968,65.76477165654777,438.71739233361393
2024-07-14,246.2954763483848,57.335568123304185,424.52673920369796
2024-07-15,248.21102122065943,81.209879655812,424.38445021919875
2024-07-16,248.82151464233849,66.33585565018745,438.1807144085214
2024-07-17,244.86892966647247,59.284817762864606,425.06565064912525
2024-07-18,248.81016232465706,71.21778759513005,427.8655958898101
2024-07-19,251.74830351858301,62.743732522288965,439.0499163747462
2024-07-20,250.4544738757153,65.92341222715291,436.4104196023821
2024-07-21,246.20097278370454,68.43614047724908,431.1209004974547
2024-07-22,248.11651765579757,60.36896632181617,434.2389538865155
2024-07-23,248.72701107729438,69.14786746593036,435.9343795116026
2024-07-24,244.77442610125613,67.62727673297229,431.42307219335555
2024-07-25,248.71565875944592,62.53680241621772,446.0705645326964
2024-07-26,251.65379995336198,69.32508795025413,433.96037138840404
2024-07-27,250.35997031049584,59.83006546586729,427.59347742025204
2024-07-28,246.1064692184852,61.29495740607557,425.28572347186525
2024-07-29,248.0219805524423,60.941861156685896,423.20416675597943
2024-07-30,248.63244043578575,59.212742135388034,418.3982404193855
2024-07-31,244.67982192160508,48.294643875028044,426.47655234438463
2024-08-01,248.6210210416498,72.31578928488369,440.08494533811233
2024-08-02,251.55912869741846,73.68337299759617,442.0142173633701
2024-08-03,250.26526551640177,71.03950705280945,441.6607881339243
2024-08-04,246.01173088624614,49.226056565733884,436.06619432643174
2024-08-05,247.92724222020846,66.14361498448272,429.41281238699827
2024-08-06,248.53770210354045,59.09300456099973,432.75197649271894
2024-08-07,244.58508358936373,58.51636269745991,430.73925806578774
2024-08-08,248.52628270941364,70.65330591251828,441.48961345472526
2024-08-09,251.46439036517805,69.46237043582953,446.81490210033644
2024-08-10,250.1703986248955,52.11498316934489,436.2806102843185
2024-08-11,245.9167354354857,63.25084867779739,428.3477211877117
2024-08-12,247.83211821016275,65.68198436995048,437.4864671804995
2024-08-13,248.44244953425698,63.43203000292922,438.07353332361697
2024-08-14,244.48970246081615,58.925793620489806,437.46624498523744
2024-08-15,248.43077302160702,52.52680855120224,440.00363490264783
2024-08-16,251.36875211810136,64.19992134655575,444.5919626514234
2024-08-17,250.0747603778224,53.027891405479316,440.4257786789547
2024-08-18,245.82109718841392,43.443950258304355,429.88000512735846
2024-08-19,247.73647996309077,66.73682479256574,438.5814196377155
2024-08-20,248.34681128717898,71.5625752506977,430.3105982068987
2024-08-21,244.39406421374215,68.88422564624175,441.33159793955457
2024-08-22,248.33513483199832,59.4034806003834,431.7411690589162
2024-08-23,251.27311398599386,70.28713274814882,439.9511293047269
2024-08-24,249.97912230318653,61.32134656352747,421.0456467141617
2024-08-25,245.72545917126408,63.18965348624154,425.2626211286103
2024-08-26,247.6408420034332,55.876904571258784,433.0009640771643
2024-08-27,248.25117338500692,47.44701462195808,438.9112523755981
2024-08-28,244.29842636904343,64.1460922927653,420.8939086039214
2024-08-29,248.23949698730232,61.69185243585431,424.64148962008414
2024-08-30,251.1774761412953,56.50738925720304,423.9099588889846
2024-08-31,249.8834844584859,68.03990072782555,424.67371511838974
2024-09-01,245.62982132656478,59.53800608363024,426.8559883349854
2024-09-02,247.545204096128,60.6823527061168,429.31328899823717
2024-09-03,248.15553541508353,68.54313525241884,427.0007023585894
2024-09-04,244.2027883365055,68.35531547699328,426.11445693385645
2024-09-05,248.14385889216157,53.10772552887944,428.7729191565815
2024-09-06,251.0818379835387,72.17916858671344,421.24035262339305
2024-09-07,249.7878462381344,73.71955825934987,447.5275554398708
2024-09-08,245.53418304358934,71.3503379291916,433.3338585095202
2024-09-09,247.44956581315012,69.16124875080229,432.94146785481826
2024-09-10,248.05989713210417,58.89473628744457,435.3036007448774
2024-09-11,244.1071500535284,64.92386277898821,426.88030394411044
2024-09-12,248.0482206091651,71.96656147515404,419.2017569167649
2024-09-13,250.9861997005597,57.92315017491928,439.8711733260135
2024-09-14,249.69220799153166,68.40849627120247,428.59112443892155
2024-09-15,245.4385448333777,59.885860490851584,421.4032555391162
2024-09-16,247.3539276393134,68.7345653098295,417.2996553945595
2024-09-17,247.9642589946418,63.1662259525458,436.1093956310325
2024-09-18,244.0115119524549,62.527308905060906,432.69323219647896
2024-09-19,247.95258254447268,62.042679756344214,441.889892857265
2024-09-20,250.8905616722454,49.587823507493994,424.8596627645601
2024-09-21,249.5965699632113,59.49450944207696,438.35218050880263
2024-09-22,245.34290680505745,60.36178813985352,432.4320761247388
2024-09-23,247.25828961098813,62.70667641274213,419.2752504629588
2024-09-24,247.8686209663206,67.30481003785297,437.3907016952412
2024-09-25,243.91587392413768,59.88669108307965,428.41184987548513
2024-09-26,247.8569445581176,61.238979009553596,448.2167175550909
2024-09-27,250.79492372784344,58.35758588030196,439.3022999210764
2024-09-28,249.5009320607635,52.17381759059663,433.93327408256613
2024-09-29,245.2472689445672,58.015237215754226,413.9219910258816
2024-09-30,247.16265179245926,64.52945420857019,431.04186766737644
2024-10-01,247.77298318974093,76.91884387770706,439.4408155384042
2024-10-02,243.82023618951365,53.887346695782014,428.9923667341605
2024-10-03,247.7613068234987,67.61281619000249,432.18023142588413
2024-10-04,250.69928599321673,81.64774564150275,426.2951296396459
2024-10-05,249.40529432614028,64.7049892930515,426.52468643357423
2024-10-06,245.1516312099401,61.51878727456837,436.38825808997746
2024-10-07,247.06701405783187,62.48545844726129,429.68376246019955
2024-10-08,247.6773454627004,53.47047755829215,445.7479432614075
2024-10-09,243.72459847005996,52.416764247238824,421.37727208125585
2024-10-10,247.66566911162892,62.66646553761491,436.4848274833346
2024-10-11,250.60364828892517,66.43027163459487,425.80408365689715
2024-10-12,249.30965662944388,68.45018919055363,438.94139260898976
2024-10-13,245.05599352081566,50.97159450580229,426.3179867134594
2024-10-14,246.97137637629552,66.79461022596001,435.44459192044866
2024-10-15,247.58170778116772,62.38184433499022,423.37436534942043
2024-10-16,243.6289607885161,66.7542923748099,430.0418339727397
2024-10-17,247.57003143009015,61.331205626907085,433.18752051385087
2024-10-18,250.50801060738627,54.01528904733162,423.7600476279331
2024-10-19,249.21401893187914,70.95063877034626,431.4199762251019
2024-10-20,244.96035580724896,66.79649962944147,429.727023101373
2024-10-21,246.87573864671268,69.05580350234683,424.8438133119535
2024-10-22,247.4860700355698,75.10464421303811,440.3446124091522
2024-10-23,243.53332302690671,63.73537903418808,428.68459069334745
2024-10-24,247.47439365246993,66.42886168470217,427.278151633192
2024-10-25,250.41237281374777,70.65223855057492,441.2530467908476
2024-10-26,249.11838113824058,53.0465898969783,426.30471247363994
2024-10-27,244.8647180136118,81.11095561591424,427.66247026066185
2024-10-28,246.78010085308077,54.95010160213714,439.6101625682745
2024-10-29,247.3904322419309,58.06055075501711,426.45571940706725
2024-10-30,243.43768523326455,51.34173757677242,430.5498543092329
2024-10-31,247.378755858814,70.96472202908183,421.28443011278665
2024-11-01,250.31673502011128,69.03571013649719,442.1997035923212
2024-11-02,249.02274334460205,70.41756660924038,439.54992864801795
2024-11-03,244.76908021996934,67.28647366552455,439.0648741536009
2024-11-04,246.6844630594434,61.21334380911999,442.91840490522605
2024-11-05,247.29479444829812,62.7302620416501,424.61644917625364
2024-11-06,243.3420474396279,75.09260292882493,419.4501884203527
2024-11-07,247.28311806518013,54.49426454527216,425.2197182405728
2024-11-08,250.22109722646917,45.85728917277285,430.4237761172003
2024-11-09,248.92710555095945,71.2755774278455,430.3807939355644
2024-11-10,244.67344242633746,63.72940093801777,436.495914320904
2024-11-11,246.58882526579595,61.91716198953669,436.4120899053605
2024-11-12,247.19915665466385,77.37553295205078,433.07326867740534
2024-11-13,243.24640964599124,61.52950170858764,425.38721982566494
2024-11-14,247.18748027154587,55.265365634571594,440.0863734306389
2024-11-15,250.12545943283268,55.936923007385595,436.03543108939374
2024-11-16,248.8314677573413,48.82114944848337,434.0653682665444
2024-11-17,244.577804632695,52.10235264129951,434.7397951753949
2024-11-18,246.49318747215855,59.09290148156882,429.90454924421607
2024-11-19,247.10351886102043,71.96008363879376,426.63169991247474
2024-11-20,243.15077185235182,73.69373622674075,410.2208641386772
2024-11-21,247.09184247791242,74.99450032032215,424.54098466103585
2024-11-22,250.0298216391962,63.51488738268363,446.17856794754255
2024-11-23,248.73582996369467,73.69696914705344,434.9460095265782
2024-11-24,244.48216683905252,65.81785158486129,431.49937848130287
2024-11-25,246.3975496785212,62.067845640557366,429.63208911670984
2024-11-26,247.00788106738156,60.202072954020146,430.6590569223629
2024-11-27,243.05513405871972,67.76638285610188,423.3144143795878
2024-11-28,246.99620468427813,72.10305875473205,420.7619679210692
2024-11-29,249.93418384555972,64.86063000884417,421.4167922299076
2024-11-30,248.64019217005614,71.71473943188549,435.63253927417776
2024-12-01,244.38652904541536,63.60620023411865,422.14275625714794
2024-12-02,246.30191188487373,53.24480998254489,433.59584328418964
2024-12-03,246.91224327374272,50.753817412391825,423.183178468578
2024-12-04,242.95949626507752,73.33719000834887,422.7221156785078
2024-12-05,246.90056689062263,62.92245449959599,441.48746149262746
2024-12-06,249.8385460519212,69.80501816678866,424.58935301180804
2024-12-07,248.54455437641354,72.8207645794771,431.56978623277234
2024-12-08,244.29089125177518,53.43252017000417,418.6421531140737
2024-12-09,246.20627409124182,53.65623190345623,425.9923077412161
2024-12-10,246.81660548010387,61.037297007795516,426.6292299597177
2024-12-11,242.8638584714409,56.999476344752196,426.2081238031668
2024-12-12,246.80492909698836,65.28646776871653,427.29609922383804
2024-12-13,249.7429082582791,71.65059597059924,433.79601293453544
2024-12-14,248.44891658277098,67.15796140522315,434.56599090784744
2024-12-15,244.19525345814327,61.53616963360932,417.53558300668567
2024-12-16,246.11063629759897,64.48192485082974,436.17979410740037
2024-12-17,246.72096768646045,65.52139346013556,415.9352516457581
2024-12-18,242.76822067780145,75.66858178464042,433.2775140857337
2024-12-19,246.70929130335406,80.4170323534037,431.1617042550726
2024-12-20,249.6472704646406,55.48837173500625,438.169317923328
2024-12-21,248.35327878912838,55.171722623036665,444.8289778181367
2024-12-22,244.0996156645061,57.7765728551198,441.31674410527097
2024-12-23,246.01499850396706,66.02009345829019,434.86780246439037
2024-12-24,246.6253298928322,54.41407193784698,430.4570108691261
2024-12-25,242.67258288416204,65.41772055145069,424.55814468165926
2024-12-26,246.61365350972062,57.21375401735323,429.4894536110402
2024-12-27,249.5516326710061,63.37565050791616,437.0275185515936
2024-12-28,248.25764099548985,62.39470554553133,450.0728188621134
2024-12-29,244.00397787087118,56.907443385733934,430.64457969207496
2024-12-30,245.91936071033516,70.6786717639024,426.8924497746603
2024-12-31,246.5296920991888,68.3644476890573,421.54416980367654
2025-01-01,242.57694509052263,56.34221062487596,426.02530287420973
2025-01-02,246.51801571608635,68.68392686158975,429.23954877889526
2025-01-03,249.45599487736763,65.68994450322012,432.82074818661124
2025-01-04,248.16200320186763,47.66181383915668,434.39513262669436
2025-01-05,243.90834007722873,57.7848073822707,423.4855067984819
2025-01-06,245.8237229166923,63.55857079906385,437.88035102137485
2025-01-07,246.43405430555453,63.52376980287812,434.3917730254336
2025-01-08,242.48130729688773,50.92125441516725,419.95031794336336
2025-01-09,246.42237792243043,66.85935557330423,425.5044984485782
2025-01-10,249.36035708372913,65.02534458919436,437.9155138002077
2025-01-11,248.0663654082291,67.23397375346836,432.0758476496041
2025-01-12,243.81270228359156,52.42231649618858,427.8067337053255
2025-01-13,245.7280851230604,62.962716670285744,430.7647569929731
2025-01-14,246.3384165119111,60.374887664993196,429.0284025329829
2025-01-15,242.38566950324832,74.08851986516231,430.79266682274573
2025-01-16,246.32674012879613,59.269238529067536,432.20373579789975
2025-01-17,249.26471929009466,69.20249328912074,417.3313306407054
2025-01-18,247.97072761457844,64.53523923937205,440.0980449808481
2025-01-19,243.7170644899544,64.11447881662181,432.855107317704
2025-01-20,245.63244732941294,62.298212472827245,423.6957722736879
2025-01-21,246.24277871826766,47.52507112777851,415.1289076382058
2025-01-22,242.2900317096117,60.62033597610286,426.88121082912267
2025-01-23,246.2311023351623,61.381150557132166,444.5650421671578
2025-01-24,249.16908149645616,73.85252885102095,442.3097183146138
2025-01-25,247.87508982096026,56.45573859582781,431.0722288050264
2025-01-26,243.62142669631723,47.575677382480606,439.67124494550325
2025-01-27,245.53680953578103,55.00408933439691,439.29544227389863
2025-01-28,246.1471409246334,65.9005430105265,420.06335338554584
2025-01-29,242.1943939159695,47.80795726116002,421.88558621157046
2025-01-30,246.13546454152842,58.7071167430708,438.81366671037534
2025-01-31,249.07344370281405,72.57649565971924,443.8359218757419
2025-02-01,247.7794520273177,59.08178969676287,423.34184729588884
2025-02-02,243.52578890267478,46.897383531221216,424.9975886299047
2025-02-03,245.44117174214367,71.9183431791136,429.1326627074414
2025-02-04,246.0515031310006,73.10691223792425,428.17863829069285
2025-02-05,242.0987561223374,60.39297345546815,436.32415409026953
2025-02-06,246.03982674789455,40.23676101933738,437.95122187892696
2025-02-07,248.97780590917554,81.68916496525105,427.41341356975914
2025-02-08,247.68381423367916,49.15349300771654,433.805874011056
2025-02-09,243.4301511090429,58.567953933078776,415.1429977414341
2025-02-10,245.34553394850624,62.031727415347056,416.8525844670139
2025-02-11,245.95586533736628,56.36820473008484,430.15447578370424
2025-02-12,242.00311832869795,58.47964054844283,426.14160338652596
2025-02-13,245.94418895426026,69.37957675969218,438.6695797323654
2025-02-14,248.88216811553903,55.920067272061786,436.00549942520234
2025-02-15,247.58817644004057,58.10852514198097,424.03418951186535
2025-02-16,243.33451331540266,63.574492120221976,434.3264436088951
2025-02-17,245.24989615486888,62.721530620521555,427.8852411096759
2025-02-18,245.86022754372286,73.67607992816185,434.5734132063586
2025-02-19,241.90748053506127,63.94845770799262,421.0395140784746
2025-02-20,245.8485511606268,48.75055632253729,426.5546683421654
2025-02-21,248.78653032189894,59.292684604232925,435.5240289677904
2025-02-22,247.49253864639394,49.60447074816616,429.60734099977424
2025-02-23,243.2388755217655,51.76438222091631,429.64681329197094
2025-02-24,245.15425836123697,64.73264981337617,435.9125230197846
2025-02-25,245.764589750084,54.18385705068268,421.81785325271846
2025-02-26,241.8118427414246,57.34208600878068,427.40042729139554
2025-02-27,245.75291336697046,51.74789925387784,434.11703201220473
2025-02-28,248.69089252826245,71.82639426127986,432.9438682080483
