Stockout Anomalies Detected:
ProductID: 8730, StoreID: 45, Stock: 13, Forecasted Sales: 359
ProductID: 7540, StoreID: 47, Stock: 273, Reorder Point: 76
ProductID: 3444, StoreID: 62, Stock: 548, Reorder Point: 125
ProductID: 3216, StoreID: 87, Stock: 705, Reorder Point: 198
ProductID: 7517, StoreID: 10, Stock: 726, Reorder Point: 162
ProductID: 5500, StoreID: 62, Stock: 551, Reorder Point: 127
ProductID: 9739, StoreID: 55, Stock: 544, Reorder Point: 46
ProductID: 9965, StoreID: 54, Stock: 886, Reorder Point: 145
ProductID: 9265, StoreID: 38, Stock: 843, Reorder Point: 97
ProductID: 5520, StoreID: 21, Stock: 649, Reorder Point: 58
ProductID: 7000, StoreID: 34, Stock: 371, Reorder Point: 92
ProductID: 9358, StoreID: 79, Stock: 937, Reorder Point: 191
ProductID: 6632, StoreID: 47, Stock: 235, Reorder Point: 71
ProductID: 8103, StoreID: 36, Stock: 676, Reorder Point: 122
ProductID: 4677, StoreID: 1, Stock: 934, Reorder Point: 60
ProductID: 8700, StoreID: 4, Stock: 766, Reorder Point: 115
ProductID: 9646, StoreID: 51, Stock: 424, Reorder Point: 121
ProductID: 2698, StoreID: 79, Stock: 370, Reorder Point: 36
ProductID: 1729, StoreID: 9, Stock: 211, Reorder Point: 94
ProductID: 6468, StoreID: 18, Stock: 823, Reorder Point: 39
ProductID: 4323, StoreID: 33, Stock: 928, Reorder Point: 162
ProductID: 9818, StoreID: 59, Stock: 627, Reorder Point: 24
ProductID: 3689, StoreID: 90, Stock: 842, Reorder Point: 198
ProductID: 4997, StoreID: 98, Stock: 722, Reorder Point: 192
ProductID: 6557, StoreID: 33, Stock: 725, Reorder Point: 116
ProductID: 5407, StoreID: 62, Stock: 744, Reorder Point: 19
ProductID: 7368, StoreID: 13, Stock: 660, Reorder Point: 44
ProductID: 3955, StoreID: 44, Stock: 852, Reorder Point: 120
ProductID: 3346, StoreID: 87, Stock: 751, Reorder Point: 185
ProductID: 2415, StoreID: 99, Stock: 420, Reorder Point: 15
ProductID: 1596, StoreID: 58, Stock: 887, Reorder Point: 159
ProductID: 7844, StoreID: 83, Stock: 714, Reorder Point: 28
ProductID: 8886, StoreID: 65, Stock: 483, Reorder Point: 189
ProductID: 1628, StoreID: 40, Stock: 208, Reorder Point: 92
ProductID: 3579, StoreID: 65, Stock: 574, Reorder Point: 70
ProductID: 5046, StoreID: 80, Stock: 224, Reorder Point: 18
ProductID: 3383, StoreID: 18, Stock: 287, Reorder Point: 43
ProductID: 7014, StoreID: 86, Stock: 863, Reorder Point: 170
ProductID: 5254, StoreID: 19, Stock: 161, Reorder Point: 23
ProductID: 8704, StoreID: 54, Stock: 560, Reorder Point: 128
ProductID: 6253, StoreID: 51, Stock: 967, Reorder Point: 183
ProductID: 2874, StoreID: 56, Stock: 562, Reorder Point: 50
ProductID: 8145, StoreID: 83, Stock: 609, Reorder Point: 151
ProductID: 9866, StoreID: 54, Stock: 676, Reorder Point: 150
ProductID: 7087, StoreID: 87, Stock: 425, Reorder Point: 145
ProductID: 8203, StoreID: 23, Stock: 921, Reorder Point: 84
ProductID: 8366, StoreID: 54, Stock: 385, Reorder Point: 20
ProductID: 5230, StoreID: 38, Stock: 953, Reorder Point: 145
ProductID: 9864, StoreID: 29, Stock: 923, Reorder Point: 68
ProductID: 7639, StoreID: 31, Stock: 929, Reorder Point: 50
ProductID: 5233, StoreID: 56, Stock: 425, Reorder Point: 160
ProductID: 5870, StoreID: 26, Stock: 563, Reorder Point: 159
ProductID: 9937, StoreID: 78, Stock: 364, Reorder Point: 125
ProductID: 6460, StoreID: 23, Stock: 821, Reorder Point: 47
ProductID: 8775, StoreID: 83, Stock: 795, Reorder Point: 61
ProductID: 4573, StoreID: 51, Stock: 867, Reorder Point: 56
ProductID: 3221, StoreID: 35, Stock: 313, Reorder Point: 29
ProductID: 9949, StoreID: 85, Stock: 392, Reorder Point: 48
ProductID: 1556, StoreID: 48, Stock: 805, Reorder Point: 86
ProductID: 4413, StoreID: 23, Stock: 843, Reorder Point: 173
ProductID: 8965, StoreID: 75, Stock: 902, Reorder Point: 22
ProductID: 9881, StoreID: 56, Stock: 928, Reorder Point: 61
ProductID: 4752, StoreID: 49, Stock: 812, Reorder Point: 34
ProductID: 1343, StoreID: 6, Stock: 62, Reorder Point: 23
ProductID: 4719, StoreID: 87, Stock: 945, Reorder Point: 21
ProductID: 2319, StoreID: 76, Stock: 411, Reorder Point: 53
ProductID: 2721, StoreID: 49, Stock: 453, Reorder Point: 176
ProductID: 4739, StoreID: 91, Stock: 578, Reorder Point: 158
ProductID: 4561, StoreID: 18, Stock: 649, Reorder Point: 88
ProductID: 1817, StoreID: 52, Stock: 956, Reorder Point: 20
ProductID: 5253, StoreID: 36, Stock: 304, Reorder Point: 145
ProductID: 4385, StoreID: 41, Stock: 390, Reorder Point: 85
ProductID: 4841, StoreID: 38, Stock: 554, Reorder Point: 93
ProductID: 4950, StoreID: 53, Stock: 174, Reorder Point: 56
ProductID: 8511, StoreID: 40, Stock: 836, Reorder Point: 38
ProductID: 1127, StoreID: 72, Stock: 878, Reorder Point: 79
ProductID: 5057, StoreID: 65, Stock: 874, Reorder Point: 130
ProductID: 8492, StoreID: 39, Stock: 710, Reorder Point: 39
ProductID: 2400, StoreID: 62, Stock: 477, Reorder Point: 166
ProductID: 7185, StoreID: 53, Stock: 674, Reorder Point: 90
ProductID: 8624, StoreID: 34, Stock: 809, Reorder Point: 116
ProductID: 2502, StoreID: 69, Stock: 301, Reorder Point: 124
ProductID: 6766, StoreID: 67, Stock: 351, Reorder Point: 121
ProductID: 9719, StoreID: 88, Stock: 746, Reorder Point: 102
ProductID: 4674, StoreID: 93, Stock: 567, Reorder Point: 91
ProductID: 2026, StoreID: 13, Stock: 904, Reorder Point: 88
ProductID: 2841, StoreID: 52, Stock: 814, Reorder Point: 118
ProductID: 6495, StoreID: 26, Stock: 608, Reorder Point: 137
ProductID: 3254, StoreID: 24, Stock: 409, Reorder Point: 20
ProductID: 8260, StoreID: 50, Stock: 653, Reorder Point: 81
ProductID: 7460, StoreID: 67, Stock: 715, Reorder Point: 27
ProductID: 9470, StoreID: 70, Stock: 816, Reorder Point: 172
ProductID: 4703, StoreID: 54, Stock: 382, Reorder Point: 134
ProductID: 6788, StoreID: 56, Stock: 436, Reorder Point: 170
ProductID: 4553, StoreID: 55, Stock: 353, Reorder Point: 148
ProductID: 8767, StoreID: 25, Stock: 883, Reorder Point: 188
ProductID: 3647, StoreID: 69, Stock: 841, Reorder Point: 26
ProductID: 2148, StoreID: 25, Stock: 326, Reorder Point: 91
ProductID: 5592, StoreID: 84, Stock: 774, Reorder Point: 133
ProductID: 3231, StoreID: 22, Stock: 697, Reorder Point: 164
ProductID: 4692, StoreID: 37, Stock: 932, Reorder Point: 93
ProductID: 1834, StoreID: 14, Stock: 346, Reorder Point: 10
ProductID: 8563, StoreID: 96, Stock: 716, Reorder Point: 63
ProductID: 9305, StoreID: 6, Stock: 286, Reorder Point: 40
ProductID: 3749, StoreID: 20, Stock: 990, Reorder Point: 196
ProductID: 3122, StoreID: 82, Stock: 284, Reorder Point: 96
ProductID: 1084, StoreID: 31, Stock: 405, Reorder Point: 167
ProductID: 5407, StoreID: 28, Stock: 990, Reorder Point: 85
ProductID: 4467, StoreID: 79, Stock: 617, Reorder Point: 93
ProductID: 4478, StoreID: 35, Stock: 931, Reorder Point: 142
ProductID: 6828, StoreID: 24, Stock: 102, Reorder Point: 28
ProductID: 4715, StoreID: 31, Stock: 843, Reorder Point: 85
ProductID: 8746, StoreID: 98, Stock: 770, Reorder Point: 10
ProductID: 2538, StoreID: 73, Stock: 524, Reorder Point: 110
ProductID: 1884, StoreID: 74, Stock: 864, Reorder Point: 116
ProductID: 3460, StoreID: 90, Stock: 934, Reorder Point: 171
ProductID: 9261, StoreID: 44, Stock: 558, Reorder Point: 168
ProductID: 7684, StoreID: 52, Stock: 216, Reorder Point: 56
ProductID: 7765, StoreID: 1, Stock: 978, Reorder Point: 181
ProductID: 2944, StoreID: 77, Stock: 759, Reorder Point: 197
ProductID: 8260, StoreID: 13, Stock: 493, Reorder Point: 42
ProductID: 1764, StoreID: 24, Stock: 879, Reorder Point: 131
ProductID: 3831, StoreID: 84, Stock: 388, Reorder Point: 47
ProductID: 9108, StoreID: 42, Stock: 667, Reorder Point: 192
ProductID: 7202, StoreID: 69, Stock: 244, Reorder Point: 27
ProductID: 2795, StoreID: 91, Stock: 653, Reorder Point: 165
ProductID: 8059, StoreID: 5, Stock: 368, Reorder Point: 110
ProductID: 8647, StoreID: 1, Stock: 895, Reorder Point: 148
ProductID: 8377, StoreID: 59, Stock: 894, Reorder Point: 151
ProductID: 4127, StoreID: 33, Stock: 508, Reorder Point: 186
ProductID: 8116, StoreID: 41, Stock: 822, Reorder Point: 15
ProductID: 3000, StoreID: 24, Stock: 475, Reorder Point: 23
ProductID: 9404, StoreID: 68, Stock: 722, Reorder Point: 129
ProductID: 2644, StoreID: 22, Stock: 836, Reorder Point: 72
ProductID: 7433, StoreID: 71, Stock: 432, Reorder Point: 191
ProductID: 3807, StoreID: 66, Stock: 707, Reorder Point: 154
ProductID: 7569, StoreID: 9, Stock: 796, Reorder Point: 179
ProductID: 1558, StoreID: 74, Stock: 901, Reorder Point: 100
ProductID: 1804, StoreID: 49, Stock: 917, Reorder Point: 58
ProductID: 9300, StoreID: 57, Stock: 773, Reorder Point: 168
ProductID: 4199, StoreID: 68, Stock: 846, Reorder Point: 172
ProductID: 6105, StoreID: 59, Stock: 307, Reorder Point: 95
ProductID: 8670, StoreID: 27, Stock: 744, Reorder Point: 33
ProductID: 7394, StoreID: 38, Stock: 732, Reorder Point: 71
ProductID: 7881, StoreID: 52, Stock: 666, Reorder Point: 11
ProductID: 3335, StoreID: 4, Stock: 649, Reorder Point: 187
ProductID: 7412, StoreID: 83, Stock: 855, Reorder Point: 21
ProductID: 2185, StoreID: 49, Stock: 783, Reorder Point: 144
ProductID: 2177, StoreID: 3, Stock: 387, Reorder Point: 53
ProductID: 7407, StoreID: 75, Stock: 190, Reorder Point: 20
ProductID: 8222, StoreID: 88, Stock: 635, Reorder Point: 151
ProductID: 1673, StoreID: 24, Stock: 782, Reorder Point: 112
ProductID: 1959, StoreID: 28, Stock: 917, Reorder Point: 15
ProductID: 2896, StoreID: 29, Stock: 677, Reorder Point: 98
ProductID: 7989, StoreID: 34, Stock: 966, Reorder Point: 19
ProductID: 1841, StoreID: 14, Stock: 190, Reorder Point: 22
ProductID: 6967, StoreID: 2, Stock: 272, Reorder Point: 48
ProductID: 5913, StoreID: 77, Stock: 833, Reorder Point: 18
ProductID: 7949, StoreID: 53, Stock: 387, Reorder Point: 82
ProductID: 6456, StoreID: 61, Stock: 706, Reorder Point: 176
ProductID: 5907, StoreID: 1, Stock: 601, Reorder Point: 128
ProductID: 1290, StoreID: 79, Stock: 338, Reorder Point: 64
ProductID: 7426, StoreID: 18, Stock: 931, Reorder Point: 147
ProductID: 7956, StoreID: 34, Stock: 798, Reorder Point: 117
ProductID: 2828, StoreID: 66, Stock: 647, Reorder Point: 189
ProductID: 6760, StoreID: 7, Stock: 575, Reorder Point: 41
ProductID: 3626, StoreID: 7, Stock: 495, Reorder Point: 189
ProductID: 5497, StoreID: 71, Stock: 374, Reorder Point: 184
ProductID: 9633, StoreID: 36, Stock: 189, Reorder Point: 21
ProductID: 2148, StoreID: 78, Stock: 216, Reorder Point: 13
ProductID: 2483, StoreID: 9, Stock: 829, Reorder Point: 120
ProductID: 9007, StoreID: 82, Stock: 430, Reorder Point: 60
ProductID: 8416, StoreID: 68, Stock: 722, Reorder Point: 56
ProductID: 9259, StoreID: 75, Stock: 803, Reorder Point: 102
ProductID: 5428, StoreID: 15, Stock: 294, Reorder Point: 18
ProductID: 9512, StoreID: 23, Stock: 650, Reorder Point: 159
ProductID: 8893, StoreID: 93, Stock: 555, Reorder Point: 88
ProductID: 1374, StoreID: 40, Stock: 387, Reorder Point: 58
ProductID: 2943, StoreID: 1, Stock: 555, Reorder Point: 83
ProductID: 2261, StoreID: 88, Stock: 743, Reorder Point: 168
ProductID: 1630, StoreID: 19, Stock: 532, Reorder Point: 23
ProductID: 8567, StoreID: 44, Stock: 645, Reorder Point: 144
ProductID: 1978, StoreID: 75, Stock: 489, Reorder Point: 39
ProductID: 3592, StoreID: 95, Stock: 925, Reorder Point: 25
ProductID: 1327, StoreID: 77, Stock: 912, Reorder Point: 40
ProductID: 2876, StoreID: 78, Stock: 481, Reorder Point: 105
ProductID: 4132, StoreID: 50, Stock: 395, Reorder Point: 97
ProductID: 8041, StoreID: 3, Stock: 685, Reorder Point: 76
ProductID: 2610, StoreID: 2, Stock: 877, Reorder Point: 164
ProductID: 4584, StoreID: 97, Stock: 439, Reorder Point: 196
ProductID: 6726, StoreID: 72, Stock: 401, Reorder Point: 127
ProductID: 5623, StoreID: 25, Stock: 192, Reorder Point: 33
ProductID: 6098, StoreID: 99, Stock: 674, Reorder Point: 150
ProductID: 9571, StoreID: 57, Stock: 521, Reorder Point: 35
ProductID: 1100, StoreID: 47, Stock: 479, Reorder Point: 42
ProductID: 5383, StoreID: 27, Stock: 920, Reorder Point: 129
ProductID: 3309, StoreID: 34, Stock: 312, Reorder Point: 110
ProductID: 7984, StoreID: 36, Stock: 664, Reorder Point: 48
ProductID: 1429, StoreID: 22, Stock: 581, Reorder Point: 48
ProductID: 8514, StoreID: 34, Stock: 788, Reorder Point: 37
ProductID: 3764, StoreID: 75, Stock: 996, Reorder Point: 52
ProductID: 6299, StoreID: 89, Stock: 755, Reorder Point: 134
ProductID: 4205, StoreID: 91, Stock: 726, Reorder Point: 68
ProductID: 8018, StoreID: 95, Stock: 403, Reorder Point: 178
ProductID: 3531, StoreID: 90, Stock: 998, Reorder Point: 161
ProductID: 3733, StoreID: 59, Stock: 960, Reorder Point: 55
ProductID: 8877, StoreID: 18, Stock: 442, Reorder Point: 68
ProductID: 9088, StoreID: 3, Stock: 307, Reorder Point: 31
ProductID: 7362, StoreID: 39, Stock: 700, Reorder Point: 60
ProductID: 1705, StoreID: 36, Stock: 394, Reorder Point: 128
ProductID: 4680, StoreID: 63, Stock: 498, Reorder Point: 148
ProductID: 3629, StoreID: 25, Stock: 414, Reorder Point: 16
ProductID: 6948, StoreID: 43, Stock: 665, Reorder Point: 23
ProductID: 1009, StoreID: 62, Stock: 625, Reorder Point: 55
ProductID: 7504, StoreID: 14, Stock: 923, Reorder Point: 190
ProductID: 4009, StoreID: 93, Stock: 743, Reorder Point: 91
ProductID: 2406, StoreID: 17, Stock: 969, Reorder Point: 95
ProductID: 2269, StoreID: 99, Stock: 549, Reorder Point: 51
ProductID: 7233, StoreID: 51, Stock: 995, Reorder Point: 77
ProductID: 3473, StoreID: 42, Stock: 696, Reorder Point: 143
ProductID: 7675, StoreID: 73, Stock: 390, Reorder Point: 17
ProductID: 8791, StoreID: 32, Stock: 861, Reorder Point: 50
ProductID: 7741, StoreID: 8, Stock: 397, Reorder Point: 184
ProductID: 6663, StoreID: 87, Stock: 809, Reorder Point: 136
ProductID: 2493, StoreID: 13, Stock: 467, Reorder Point: 38
ProductID: 2769, StoreID: 27, Stock: 453, Reorder Point: 95
ProductID: 6955, StoreID: 72, Stock: 977, Reorder Point: 24
ProductID: 5920, StoreID: 83, Stock: 888, Reorder Point: 192
ProductID: 3866, StoreID: 24, Stock: 712, Reorder Point: 190
ProductID: 5496, StoreID: 85, Stock: 950, Reorder Point: 35
ProductID: 4495, StoreID: 12, Stock: 702, Reorder Point: 84
ProductID: 8778, StoreID: 32, Stock: 431, Reorder Point: 75
ProductID: 9715, StoreID: 95, Stock: 893, Reorder Point: 22
ProductID: 5187, StoreID: 75, Stock: 385, Reorder Point: 70
ProductID: 7848, StoreID: 1, Stock: 408, Reorder Point: 55
ProductID: 3519, StoreID: 87, Stock: 578, Reorder Point: 106
ProductID: 3763, StoreID: 83, Stock: 243, Reorder Point: 79
ProductID: 4591, StoreID: 80, Stock: 911, Reorder Point: 99
ProductID: 4061, StoreID: 67, Stock: 816, Reorder Point: 112
ProductID: 5091, StoreID: 13, Stock: 282, Reorder Point: 110
ProductID: 1312, StoreID: 70, Stock: 510, Reorder Point: 106
ProductID: 3269, StoreID: 77, Stock: 974, Reorder Point: 183
ProductID: 1399, StoreID: 48, Stock: 809, Reorder Point: 168
ProductID: 1724, StoreID: 26, Stock: 631, Reorder Point: 37
ProductID: 4390, StoreID: 91, Stock: 362, Reorder Point: 121
ProductID: 4507, StoreID: 98, Stock: 508, Reorder Point: 56
ProductID: 5617, StoreID: 30, Stock: 807, Reorder Point: 195
ProductID: 8119, StoreID: 67, Stock: 927, Reorder Point: 171
ProductID: 3471, StoreID: 7, Stock: 726, Reorder Point: 148
ProductID: 5856, StoreID: 22, Stock: 461, Reorder Point: 107
ProductID: 6886, StoreID: 82, Stock: 830, Reorder Point: 38
ProductID: 6215, StoreID: 89, Stock: 167, Reorder Point: 56
ProductID: 1971, StoreID: 3, Stock: 654, Reorder Point: 142
ProductID: 3697, StoreID: 24, Stock: 660, Reorder Point: 169
ProductID: 1978, StoreID: 64, Stock: 557, Reorder Point: 195
ProductID: 8187, StoreID: 93, Stock: 392, Reorder Point: 90
ProductID: 1084, StoreID: 28, Stock: 767, Reorder Point: 152
ProductID: 5467, StoreID: 16, Stock: 159, Reorder Point: 28
ProductID: 6986, StoreID: 78, Stock: 701, Reorder Point: 103
ProductID: 1516, StoreID: 93, Stock: 797, Reorder Point: 19
ProductID: 2359, StoreID: 80, Stock: 253, Reorder Point: 121
ProductID: 6437, StoreID: 61, Stock: 418, Reorder Point: 111
ProductID: 1729, StoreID: 26, Stock: 677, Reorder Point: 68
ProductID: 4831, StoreID: 22, Stock: 735, Reorder Point: 174
ProductID: 2904, StoreID: 57, Stock: 619, Reorder Point: 83
ProductID: 7155, StoreID: 34, Stock: 892, Reorder Point: 139
ProductID: 4898, StoreID: 84, Stock: 568, Reorder Point: 115
ProductID: 8940, StoreID: 13, Stock: 581, Reorder Point: 183
ProductID: 5693, StoreID: 13, Stock: 501, Reorder Point: 30
ProductID: 8996, StoreID: 63, Stock: 615, Reorder Point: 140
ProductID: 9676, StoreID: 77, Stock: 332, Reorder Point: 160
ProductID: 3693, StoreID: 61, Stock: 693, Reorder Point: 36
ProductID: 5216, StoreID: 60, Stock: 518, Reorder Point: 107
ProductID: 6837, StoreID: 89, Stock: 538, Reorder Point: 93
ProductID: 5012, StoreID: 63, Stock: 422, Reorder Point: 115
ProductID: 7667, StoreID: 84, Stock: 889, Reorder Point: 27
ProductID: 1381, StoreID: 85, Stock: 865, Reorder Point: 21
ProductID: 3938, StoreID: 5, Stock: 886, Reorder Point: 169
ProductID: 2916, StoreID: 31, Stock: 460, Reorder Point: 100
ProductID: 9290, StoreID: 33, Stock: 867, Reorder Point: 121
ProductID: 2939, StoreID: 10, Stock: 127, Reorder Point: 52
ProductID: 1188, StoreID: 87, Stock: 688, Reorder Point: 194
ProductID: 6337, StoreID: 59, Stock: 298, Reorder Point: 40
ProductID: 4056, StoreID: 43, Stock: 591, Reorder Point: 99
ProductID: 1750, StoreID: 8, Stock: 443, Reorder Point: 77
ProductID: 5311, StoreID: 54, Stock: 691, Reorder Point: 186
ProductID: 4272, StoreID: 13, Stock: 740, Reorder Point: 76
ProductID: 7813, StoreID: 50, Stock: 661, Reorder Point: 146
ProductID: 3931, StoreID: 51, Stock: 420, Reorder Point: 151
ProductID: 9102, StoreID: 10, Stock: 494, Reorder Point: 98
ProductID: 7139, StoreID: 44, Stock: 562, Reorder Point: 42
ProductID: 7364, StoreID: 81, Stock: 486, Reorder Point: 77
ProductID: 2352, StoreID: 75, Stock: 478, Reorder Point: 54
ProductID: 5838, StoreID: 11, Stock: 487, Reorder Point: 189
ProductID: 5403, StoreID: 42, Stock: 742, Reorder Point: 111
ProductID: 9526, StoreID: 50, Stock: 462, Reorder Point: 21
ProductID: 4566, StoreID: 55, Stock: 537, Reorder Point: 68
ProductID: 8301, StoreID: 24, Stock: 730, Reorder Point: 130
ProductID: 1895, StoreID: 35, Stock: 900, Reorder Point: 114
ProductID: 3518, StoreID: 73, Stock: 355, Reorder Point: 166
ProductID: 5416, StoreID: 89, Stock: 316, Reorder Point: 131
ProductID: 5741, StoreID: 4, Stock: 814, Reorder Point: 188
ProductID: 5774, StoreID: 65, Stock: 938, Reorder Point: 130
ProductID: 4197, StoreID: 12, Stock: 322, Reorder Point: 19
ProductID: 5655, StoreID: 78, Stock: 192, Reorder Point: 47
ProductID: 6164, StoreID: 21, Stock: 532, Reorder Point: 38
ProductID: 6186, StoreID: 62, Stock: 711, Reorder Point: 102
ProductID: 2296, StoreID: 26, Stock: 731, Reorder Point: 45
ProductID: 2081, StoreID: 7, Stock: 615, Reorder Point: 199
ProductID: 2331, StoreID: 8, Stock: 625, Reorder Point: 10
ProductID: 8031, StoreID: 28, Stock: 383, Reorder Point: 21
ProductID: 1594, StoreID: 47, Stock: 848, Reorder Point: 137
ProductID: 9455, StoreID: 63, Stock: 391, Reorder Point: 180
ProductID: 9313, StoreID: 37, Stock: 627, Reorder Point: 117
ProductID: 6894, StoreID: 80, Stock: 563, Reorder Point: 154
